job_title,skills_from_col,skills_from_desc,skills_final,jaccard_overlap
"Java Developer with EXTJS, Warren NJ, Direct Client, Long Term Contra","['ajax', 'extjs', 'html5', 'java', 'spring mvc']","['c#', 'java', 'javascript', 'jquery', 'ui design']","['ajax', 'c#', 'extjs', 'html5', 'java', 'javascript', 'jquery', 'spring mvc', 'ui design']",0.1111111111111111
Security Identity Management Engineer,"['access', 'access management', 'iam', 'identity', 'identity management', 'identityiq', 'java', 'java configuration', 'javascript', 'sailpoint', 'security engineer']","['communication', 'iam', 'java', 'leadership', 'mentoring', 'mysql', 'oracledb']","['access', 'access management', 'communication', 'iam', 'identity', 'identity management', 'identityiq', 'java', 'java configuration', 'javascript', 'leadership', 'mentoring', 'mysql', 'oracledb', 'sailpoint', 'security engineer']",0.125
iOS developer,"['gemfire', 'ios', 'pcf']","['ci/cd', 'communication', 'problem solving', 'scrum', 'ux design']","['ci/cd', 'communication', 'gemfire', 'ios', 'pcf', 'problem solving', 'scrum', 'ux design']",0.0
Top Secret Network Engineer (Veteran Friendly),['top secret network engineer (veteran friendly)'],"['encryption', 'leadership', 'training']","['encryption', 'leadership', 'top secret network engineer (veteran friendly)', 'training']",0.0
C++ Embedded Developer/RNA,"['c', 'c++ embedded development expereince on linux is needed. some linux kernal driver level is a huge plus but not needed. any experience with networking is a plus']","['linux', 'perl', 'python']","['c', 'c++ embedded development expereince on linux is needed. some linux kernal driver level is a huge plus but not needed. any experience with networking is a plus', 'linux', 'perl', 'python']",0.0
Sr Engineer/Full Stack Developer,"['atlassian tools', 'git', 'python', ""restful api's"", 'ruby']","['agile', 'aws', 'backbone.js', 'confluence', 'devops', 'git', 'javascript', 'jira', 'linux', 'mongodb', 'php', 'postgresql', 'python', 'react', 'redis', 'ruby', 'scrum']","['agile', 'atlassian tools', 'aws', 'backbone.js', 'confluence', 'devops', 'git', 'javascript', 'jira', 'linux', 'mongodb', 'php', 'postgresql', 'python', 'react', 'redis', ""restful api's"", 'ruby', 'scrum']",0.15789473684210525
Hadoop Developer/Hadoop Architect/BigData Hadoop Developer,"['bigdata', 'business', 'business intelligence', 'datawarehouse', 'hadoop', 'hive', 'mapreduce', 'pig']","['agile', 'compliance', 'hadoop', 'hive', 'pig']","['agile', 'bigdata', 'business', 'business intelligence', 'compliance', 'datawarehouse', 'hadoop', 'hive', 'mapreduce', 'pig']",0.3
BUSINESS ANALYST,"['business analyst', 'documentation exp.', 'gap analysis']",['distribution'],"['business analyst', 'distribution', 'documentation exp.', 'gap analysis']",0.0
Sr. Solution Architect,"['artifacts', 'java', 'solution architecture']","['consulting', 'critical thinking', 'css', 'html', 'javascript', 'jquery', 'marketing', 'problem solving', 'sales', 'sql']","['artifacts', 'consulting', 'critical thinking', 'css', 'html', 'java', 'javascript', 'jquery', 'marketing', 'problem solving', 'sales', 'solution architecture', 'sql']",0.0
Sr. Sitecore Developers x 3,"['.net', 'c#', 'content management system', 'responsive web design', 'sitecore']","['asp.net', 'business strategy', 'collaboration', 'css', 'html', 'javascript', 'jquery', 'project management', 'sales', 'software engineering', 'sql', 'strategy']","['.net', 'asp.net', 'business strategy', 'c#', 'collaboration', 'content management system', 'css', 'html', 'javascript', 'jquery', 'project management', 'responsive web design', 'sales', 'sitecore', 'software engineering', 'sql', 'strategy']",0.0
Java with DevOps Opportunity with our direct client - Long term contract,"['docker', 'ejb', 'j2ee', 'java', 'javascript', 'jenkins', 'jira', 'soa', 'spring', 'stash. aws']","['agile', 'aws', 'css', 'devops', 'docker', 'html', 'java', 'javascript', 'jenkins', 'jira', 'junit', 'redis', 'selenium']","['agile', 'aws', 'css', 'devops', 'docker', 'ejb', 'html', 'j2ee', 'java', 'javascript', 'jenkins', 'jira', 'junit', 'redis', 'selenium', 'soa', 'spring', 'stash. aws']",0.2777777777777778
Sr. Java Developer,"['apache cxf', 'ava 7', 'jaxb', 'jenkins', 'jms', 'maven', 'mockito', 'soap', 'spring 4.x']","['agile', 'java', 'jenkins']","['agile', 'apache cxf', 'ava 7', 'java', 'jaxb', 'jenkins', 'jms', 'maven', 'mockito', 'soap', 'spring 4.x']",0.09090909090909091
Network Security Engineer,"['cissp', 'fireeye', 'network', 'palo alto networks', 'security']","['compliance', 'encryption', 'leadership', 'problem solving', 'strategy', 'time management', 'training']","['cissp', 'compliance', 'encryption', 'fireeye', 'leadership', 'network', 'palo alto networks', 'problem solving', 'security', 'strategy', 'time management', 'training']",0.0
PC Technician,"['pc', 'peripherals', 'printer', 'project', 'technician', 'testing']",['training'],"['pc', 'peripherals', 'printer', 'project', 'technician', 'testing', 'training']",0.0
Helpdesk Support,"['helpdesk', 'microsoft', 'support', 'windows']",[],"['helpdesk', 'microsoft', 'support', 'windows']",0.0
Linux Platform Engineer/RNA,"['3-5 years of linux administration', 'and drivers', 'knowledge of linux kernels', 'modules']","['aws', 'azure', 'docker', 'linux', 'shell']","['3-5 years of linux administration', 'and drivers', 'aws', 'azure', 'docker', 'knowledge of linux kernels', 'linux', 'modules', 'shell']",0.0
Sr. C++ SW Engineer/RNA,"['5 years experience with c', 'algorithms', 'c++ development', 'developing multi-threaded asynchronous communication applications', 'strong expereince with data structure']","['collaboration', 'communication', 'linux', 'software engineering', 'ui design']","['5 years experience with c', 'algorithms', 'c++ development', 'collaboration', 'communication', 'developing multi-threaded asynchronous communication applications', 'linux', 'software engineering', 'strong expereince with data structure', 'ui design']",0.0
Account Executive,"['account executive', 'account manager', 'hiring manager', 'human resources', 'it manager', 'it sales', 'it staffing and consulting', 'manager', 'recruiter manager', 'resources manager', 'sales it recruiter', 'technical recruitment']",[],"['account executive', 'account manager', 'hiring manager', 'human resources', 'it manager', 'it sales', 'it staffing and consulting', 'manager', 'recruiter manager', 'resources manager', 'sales it recruiter', 'technical recruitment']",0.0
"Technical Architect (Java, ETL)","['architect', 'etl', 'informatica', 'java', 'olap']","['collaboration', 'communication', 'consulting', 'healthcare', 'informatica', 'java', 'javascript', 'junit', 'leadership', 'linux', 'marketing', 'operations', 'oracledb', 'shell', 'sql', 'strategy']","['architect', 'collaboration', 'communication', 'consulting', 'etl', 'healthcare', 'informatica', 'java', 'javascript', 'junit', 'leadership', 'linux', 'marketing', 'olap', 'operations', 'oracledb', 'shell', 'sql', 'strategy']",0.10526315789473684
"Penetration Tester, Senior","['abel', 'cain', 'hashcat', 'hping', 'metasploit', 'meterpreter', 'netcat', 'nmap', 'penetration tester', 'pentester', 'wireshark']","['auditing', 'communication', 'consulting', 'firewall', 'html', 'human resources', 'javascript', 'legal', 'linux', 'penetration testing', 'perl', 'problem solving', 'project management', 'python', 'ruby', 'time management', 'training']","['abel', 'auditing', 'cain', 'communication', 'consulting', 'firewall', 'hashcat', 'hping', 'html', 'human resources', 'javascript', 'legal', 'linux', 'metasploit', 'meterpreter', 'netcat', 'nmap', 'penetration tester', 'penetration testing', 'pentester', 'perl', 'problem solving', 'project management', 'python', 'ruby', 'time management', 'training', 'wireshark']",0.0
Oracle Fusion Human Capital Management Trainer,['oracle hcm fusion'],"['communication', 'oracledb', 'training']","['communication', 'oracle hcm fusion', 'oracledb', 'training']",0.0
Oracle Process Manufacturing Trainer,['oracle process manufacturing'],"['communication', 'training']","['communication', 'oracle process manufacturing', 'training']",0.0
Oracle Demantra Trainer,['oracle demantra'],"['communication', 'oracledb', 'training']","['communication', 'oracle demantra', 'oracledb', 'training']",0.0
Java EE Developer,['java ee'],"['communication', 'java', 'linux']","['communication', 'java', 'java ee', 'linux']",0.0
Senior Core Java(10 yrs plus),"['core java', 'hibernate', 'multi threading', 'oracle etc.', 'spring', 'struts']","['agile', 'java', 'oracledb', 'project management', 'sql']","['agile', 'core java', 'hibernate', 'java', 'multi threading', 'oracle etc.', 'oracledb', 'project management', 'spring', 'sql', 'struts']",0.0
Senior Network Operations Engineer,"['802.11', 'aruba', 'ccna', 'cisco', 'frame-relay', 'mpls', 'ospf', 'voip']","['communication', 'operations', 'problem solving', 'teamwork']","['802.11', 'aruba', 'ccna', 'cisco', 'communication', 'frame-relay', 'mpls', 'operations', 'ospf', 'problem solving', 'teamwork', 'voip']",0.0
"User Interface Developer (Must be US Citizen) - Atlant, GA","['ajax', 'angular js', 'bootstrap', 'css 3', 'html 5', 'javascript', 'jquery', 'json', 'mvc (spring)', 'rest', 'ui design', 'ux developers']","['agile', 'angular', 'bootstrap', 'communication', 'css', 'html', 'java', 'javascript', 'jquery', 'scrum', 'ui design', 'ux design']","['agile', 'ajax', 'angular', 'angular js', 'bootstrap', 'communication', 'css', 'css 3', 'html', 'html 5', 'java', 'javascript', 'jquery', 'json', 'mvc (spring)', 'rest', 'scrum', 'ui design', 'ux design', 'ux developers']",0.2
Data Architect,"['analysis', 'architecture', 'data analysis', 'data architecture', 'data modeling', 'data warehouse', 'database', 'development', 'erwin', 'hadoop', 'hub', 'informatica', 'management', 'materials', 'modeling', 'modeling software', 'nosql', 'olap', 'oltp', 'oracledb', 'project', 'research', 'sql', 'supervision', 'uml', 'xml']","['distribution', 'etl', 'hadoop', 'informatica', 'oracledb', 'sql', 'strategy', 'training']","['analysis', 'architecture', 'data analysis', 'data architecture', 'data modeling', 'data warehouse', 'database', 'development', 'distribution', 'erwin', 'etl', 'hadoop', 'hub', 'informatica', 'management', 'materials', 'modeling', 'modeling software', 'nosql', 'olap', 'oltp', 'oracledb', 'project', 'research', 'sql', 'strategy', 'supervision', 'training', 'uml', 'xml']",0.13333333333333333
Modeling and Simulation High Performance Computing Specialist,['rhce linux hpc high performance computing scientific apache mysql scripting shell perl administration'],"['consulting', 'linux', 'matlab', 'mysql', 'nagios', 'perl', 'r', 'shell']","['consulting', 'linux', 'matlab', 'mysql', 'nagios', 'perl', 'r', 'rhce linux hpc high performance computing scientific apache mysql scripting shell perl administration', 'shell']",0.0
Outsourcing Manager,"['outsourcing manager ""clinical services"" vendor sourcing gpc benchmarking market analysis financial negotiations contract terms and conditions (t&c)']","['clinical', 'communication', 'gcp', 'legal', 'medical', 'negotiation', 'operations', 'problem solving', 'strategy']","['clinical', 'communication', 'gcp', 'legal', 'medical', 'negotiation', 'operations', 'outsourcing manager ""clinical services"" vendor sourcing gpc benchmarking market analysis financial negotiations contract terms and conditions (t&c)', 'problem solving', 'strategy']",0.0
.NET Developer,"['.net', 'android sdk', 'asp.net', 'c#', 'css3', 'developer', 'html5', 'jquery', 'vb.net']","['android', 'asp.net', 'javascript', 'jquery', 'sql']","['.net', 'android', 'android sdk', 'asp.net', 'c#', 'css3', 'developer', 'html5', 'javascript', 'jquery', 'sql', 'vb.net']",0.16666666666666666
Sr. Java Developer,"['ehcache', 'ejb', 'hibernate', 'j2ee', 'java', 'javascript', 'jstl', 'mybatis', 'rest and html', 'soa', 'spring', 'struts', 'web services', 'xml']","['agile', 'communication', 'design patterns', 'git', 'html', 'java', 'javascript', 'jenkins', 'jira', 'problem solving', 'scrum', 'sql', 'teamwork', 'time management']","['agile', 'communication', 'design patterns', 'ehcache', 'ejb', 'git', 'hibernate', 'html', 'j2ee', 'java', 'javascript', 'jenkins', 'jira', 'jstl', 'mybatis', 'problem solving', 'rest and html', 'scrum', 'soa', 'spring', 'sql', 'struts', 'teamwork', 'time management', 'web services', 'xml']",0.07692307692307693
Senior .Net Developer,"['api', 'asp', 'c#', 'java', 'jboss', 'tomcat', 'weblogic']","['android', 'devops', 'ios', 'java', 'javascript', 'project management']","['android', 'api', 'asp', 'c#', 'devops', 'ios', 'java', 'javascript', 'jboss', 'project management', 'tomcat', 'weblogic']",0.08333333333333333
Batch Tester (Software QA),"['autosys', 'banking', 'batch', 'financial', 'jil commands', 'sql', 'unix']","['compliance', 'quality assurance', 'sql']","['autosys', 'banking', 'batch', 'compliance', 'financial', 'jil commands', 'quality assurance', 'sql', 'unix']",0.1111111111111111
Sr. UI UX Developer,"['css3', 'semantic html', 'unobtrusive javascript']","['angular', 'compliance', 'css', 'design patterns', 'html', 'javascript', 'operations', 'photoshop', 'ui design', 'ux design']","['angular', 'compliance', 'css', 'css3', 'design patterns', 'html', 'javascript', 'operations', 'photoshop', 'semantic html', 'ui design', 'unobtrusive javascript', 'ux design']",0.0
Oracle Revenue Management and Billing,['5 years work experience implementing oracle rmb'],"['communication', 'finance', 'html', 'javascript', 'linux', 'oracledb', 'presentation skills', 'sql', 'training']","['5 years work experience implementing oracle rmb', 'communication', 'finance', 'html', 'javascript', 'linux', 'oracledb', 'presentation skills', 'sql', 'training']",0.0
DIRECT CLIENT NEED SAP APO Consultant,"['ppds) with 2 e2e implementation', 'sap apo with any 2 modules (dp', 'snp']","['operations', 'problem solving']","['operations', 'ppds) with 2 e2e implementation', 'problem solving', 'sap apo with any 2 modules (dp', 'snp']",0.0
Business Analyst,"['analyst', 'business analyst', 'c', 'c#', 'c++', 'configuration management', 'crystal reports', 'database', 'development', 'embedded', 'embedded software', 'ims', 'iso', 'lifecycle', 'management', 'manager', 'networking', 'oracledb', 'outlook', 'project', 'project manager', 'security', 'sql', 'surveillance', 'testing', 'video']","['communication', 'creativity', 'oracledb', 'problem solving', 'software engineering', 'sql']","['analyst', 'business analyst', 'c', 'c#', 'c++', 'communication', 'configuration management', 'creativity', 'crystal reports', 'database', 'development', 'embedded', 'embedded software', 'ims', 'iso', 'lifecycle', 'management', 'manager', 'networking', 'oracledb', 'outlook', 'problem solving', 'project', 'project manager', 'security', 'software engineering', 'sql', 'surveillance', 'testing', 'video']",0.06666666666666667
Senior Java Developer 5+ years,"['java', 'oracledb', 'sql and xml']","['communication', 'design patterns', 'java', 'linux', 'oracledb', 'quality assurance', 'sql']","['communication', 'design patterns', 'java', 'linux', 'oracledb', 'quality assurance', 'sql', 'sql and xml']",0.25
Cisco ICM Analyst,"['analysis', 'avaya acd', 'call center', 'cms', 'icm scripting', 'programming', 'queries', 'sql']","['healthcare', 'sql', 'training']","['analysis', 'avaya acd', 'call center', 'cms', 'healthcare', 'icm scripting', 'programming', 'queries', 'sql', 'training']",0.1
Entry Level.Net Developer,"['.net', 'agile', 'c#', 'coding', 'design sessions', 'develop', 'requirements', 'vb']","['agile', 'system design', 'time management', 'training', 'ui design']","['.net', 'agile', 'c#', 'coding', 'design sessions', 'develop', 'requirements', 'system design', 'time management', 'training', 'ui design', 'vb']",0.08333333333333333
Network Architect/Security Architect with CCIE,"['ccie', 'network', 'network architect', 'networking', 'security']",['sales'],"['ccie', 'network', 'network architect', 'networking', 'sales', 'security']",0.0
Oracle Financial Functional Consultant ( Full Time),"['agis', 'ap', 'ar', 'cm', 'oracle e-business financials', 'sla']","['accounting', 'consulting', 'go', 'oracledb']","['accounting', 'agis', 'ap', 'ar', 'cm', 'consulting', 'go', 'oracle e-business financials', 'oracledb', 'sla']",0.0
Sr. Technical Project Manager,"['cmdb', 'itil', 'project management', 'servicenow']",['project management'],"['cmdb', 'itil', 'project management', 'servicenow']",0.25
Business Systems Analyst,"['""business system analyst""', 'entertainment', 'media', 'security']",[],"['""business system analyst""', 'entertainment', 'media', 'security']",0.0
Full Stack Developer,"['agile', 'angular.js', 'design patterns', 'hibernate', 'java', 'restful', 'spring', 'sql', 'webservices']","['agile', 'aws', 'azure', 'bash', 'chef', 'css', 'design patterns', 'git', 'hadoop', 'heroku', 'java', 'javascript', 'jquery', 'junit', 'linux', 'perl', 'php', 'problem solving', 'python', 'spark', 'spring boot']","['agile', 'angular.js', 'aws', 'azure', 'bash', 'chef', 'css', 'design patterns', 'git', 'hadoop', 'heroku', 'hibernate', 'java', 'javascript', 'jquery', 'junit', 'linux', 'perl', 'php', 'problem solving', 'python', 'restful', 'spark', 'spring', 'spring boot', 'sql', 'webservices']",0.1111111111111111
Software Developer,"['agile', 'api', 'c#', 'developer', 'development', 'html', 'lamp', 'mvc', 'mysql', 'oop', 'php']","['c#', 'communication', 'css', 'html', 'javascript', 'jquery', 'oop', 'php', 'problem solving']","['agile', 'api', 'c#', 'communication', 'css', 'developer', 'development', 'html', 'javascript', 'jquery', 'lamp', 'mvc', 'mysql', 'oop', 'php', 'problem solving']",0.25
SAP / SuccessFactors Project Manager,"['project manager', 'sap successfactors']","['communication', 'problem solving', 'project management', 'strategy', 'time management']","['communication', 'problem solving', 'project management', 'project manager', 'sap successfactors', 'strategy', 'time management']",0.0
Oracle Developer - Oracle Web Center (Fatwire),"['css java', 'html', 'jquery', 'jsps javascript', 'nginx', 'oracledb', 'web center']","['css', 'git', 'html', 'java', 'javascript', 'jira', 'junit', 'oracledb', 'ux design']","['css', 'css java', 'git', 'html', 'java', 'javascript', 'jira', 'jquery', 'jsps javascript', 'junit', 'nginx', 'oracledb', 'ux design', 'web center']",0.14285714285714285
"Big Data Analyst, Senior","['amazon redshift', 'apache spark', 'big data', 'redshift', 'sdi', 'spark', 'spatial data infrastructure']","['adaptability', 'agile', 'aws', 'business intelligence', 'critical thinking', 'hadoop', 'java', 'python', 'scala', 'spark']","['adaptability', 'agile', 'amazon redshift', 'apache spark', 'aws', 'big data', 'business intelligence', 'critical thinking', 'hadoop', 'java', 'python', 'redshift', 'scala', 'sdi', 'spark', 'spatial data infrastructure']",0.0625
Salesforce Developer - Face to Face Interview Required,"['crm web developer', 'css', 'entity framework', 'html5', 'mvc', 'salesforce']","['asp.net', 'crm', 'css', 'encryption', 'oracledb', 'sales', 'sql']","['asp.net', 'crm', 'crm web developer', 'css', 'encryption', 'entity framework', 'html5', 'mvc', 'oracledb', 'sales', 'salesforce', 'sql']",0.08333333333333333
"Need Only Local Consultant- Sr. Big Data Engineer with Java exp. || San Francisco, CA",['sr. big data engineer with java exp.'],"['agile', 'artificial intelligence', 'go', 'hadoop', 'hive', 'java', 'machine learning', 'natural language processing', 'oracledb', 'pig', 'python', 'r', 'scala', 'social media', 'spark', 'tensorflow']","['agile', 'artificial intelligence', 'go', 'hadoop', 'hive', 'java', 'machine learning', 'natural language processing', 'oracledb', 'pig', 'python', 'r', 'scala', 'social media', 'spark', 'sr. big data engineer with java exp.', 'tensorflow']",0.0
"Java Developer with SOA exp - Need Locals to Bay Area, CA - In Person Interview","['asynchronous execution', 'core java', 'dbms', 'git', 'j2ee', 'java collections', 'mongo db', 'performance tuning', 'problem solving', 'restful', 'soa', 'spring', 'synchronous', 'threads', 'web services']","['cassandra', 'communication', 'git', 'java', 'kafka', 'mongodb', 'problem solving', 'testing']","['asynchronous execution', 'cassandra', 'communication', 'core java', 'dbms', 'git', 'j2ee', 'java', 'java collections', 'kafka', 'mongo db', 'mongodb', 'performance tuning', 'problem solving', 'restful', 'soa', 'spring', 'synchronous', 'testing', 'threads', 'web services']",0.09523809523809523
"Business Analyst with Crew Exp/ Fort Worth, TX",['business analyst with crew experience'],"['communication', 'go']","['business analyst with crew experience', 'communication', 'go']",0.0
Java Developer,"['bamboo', 'bitbucket', 'confluence', 'git', 'java', 'jira', 'json', 'nosql', 'rest', 'sproing hibernate', 'sql', 'stash', 'xml']","['agile', 'confluence', 'git', 'java', 'jira', 'mongodb', 'mysql', 'oracledb', 'project management', 'sql', 'teamwork']","['agile', 'bamboo', 'bitbucket', 'confluence', 'git', 'java', 'jira', 'json', 'mongodb', 'mysql', 'nosql', 'oracledb', 'project management', 'rest', 'sproing hibernate', 'sql', 'stash', 'teamwork', 'xml']",0.2631578947368421
Network Engineer,"['bgp', 'cisco', 'eigrp', 'engineer', 'mpls', 'multicast', 'network']","['communication', 'consulting', 'ios']","['bgp', 'cisco', 'communication', 'consulting', 'eigrp', 'engineer', 'ios', 'mpls', 'multicast', 'network']",0.0
x2 Marketing Communication Specialists,"['communication', 'digital', 'influence', 'marketing', 'online advertising', 'ppc', 'sem', 'seo', 'social media', 'software']","['adaptability', 'advertising', 'clinical', 'collaboration', 'communication', 'consulting', 'digital marketing', 'legal', 'marketing', 'negotiation', 'presentation skills', 'problem solving', 'project management', 'regulatory']","['adaptability', 'advertising', 'clinical', 'collaboration', 'communication', 'consulting', 'digital', 'digital marketing', 'influence', 'legal', 'marketing', 'negotiation', 'online advertising', 'ppc', 'presentation skills', 'problem solving', 'project management', 'regulatory', 'sem', 'seo', 'social media', 'software']",0.09090909090909091
TM1 Architect,['tm1'],['business intelligence'],"['business intelligence', 'tm1']",0.0
IT Client Engagement Manager,['it client engagement manager'],"['account management', 'collaboration', 'communication', 'compliance', 'human resources', 'leadership', 'project management', 'strategy']","['account management', 'collaboration', 'communication', 'compliance', 'human resources', 'it client engagement manager', 'leadership', 'project management', 'strategy']",0.0
.NET Developer,"['.net', 'c#', 'html', 'javascript', 'ms visual studio', 'web services (rest and soap)', 'xml', 'xslt']","['communication', 'html', 'java', 'javascript', 'oracledb', 'problem solving', 'sql']","['.net', 'c#', 'communication', 'html', 'java', 'javascript', 'ms visual studio', 'oracledb', 'problem solving', 'sql', 'web services (rest and soap)', 'xml', 'xslt']",0.15384615384615385
Data Modeler/Data Administrator,"['data modeling', 'db objects', 'sql sever dba']","['communication', 'etl', 'quality assurance', 'sql', 'ssis']","['communication', 'data modeling', 'db objects', 'etl', 'quality assurance', 'sql', 'sql sever dba', 'ssis']",0.0
"Performance Engineer w/Java, Jmeter, JVM, debugging","['debugging', 'java', 'jmeter', 'jvm']","['agile', 'communication', 'junit', 'leadership', 'oracledb', 'problem solving', 'product owner', 'sql']","['agile', 'communication', 'debugging', 'java', 'jmeter', 'junit', 'jvm', 'leadership', 'oracledb', 'problem solving', 'product owner', 'sql']",0.0
Cobol Developer with Apex Systems,"['cobol', 'db2', 'vantage']","['communication', 'negotiation', 'operations', 'problem solving', 'quality assurance', 'training']","['cobol', 'communication', 'db2', 'negotiation', 'operations', 'problem solving', 'quality assurance', 'training', 'vantage']",0.0
Senior Desktop Architect / Engineer,"['builds and design * desktop virtualization * strong scripting skills', 'superior overall desktop engineering and architecture skills * application packaging * desktop imaging']","['distribution', 'operations']","['builds and design * desktop virtualization * strong scripting skills', 'distribution', 'operations', 'superior overall desktop engineering and architecture skills * application packaging * desktop imaging']",0.0
Oracle DBA - up to $130K plus bonus,"['10 & 11', 'clustering', 'golden gate', 'oracledb', 'performance tuning', 'rac', 'scripting']","['linux', 'oracledb']","['10 & 11', 'clustering', 'golden gate', 'linux', 'oracledb', 'performance tuning', 'rac', 'scripting']",0.125
Senior MS SQL Server DBA - Up to $150K plus bonus,"['clustering', 'mirroring', 'ms sql server', 'performance tuning', 'replication', 'scripting', 'sql server reporting services']","['communication', 'sql', 'ssis']","['clustering', 'communication', 'mirroring', 'ms sql server', 'performance tuning', 'replication', 'scripting', 'sql', 'sql server reporting services', 'ssis']",0.0
Selenium Tester/Automation Engineer,"['mobile testing', 'selenium', 'sql', 'xml']","['ci/cd', 'collaboration', 'cucumber', 'devops', 'java', 'jenkins', 'jira', 'quality assurance', 'selenium', 'sql']","['ci/cd', 'collaboration', 'cucumber', 'devops', 'java', 'jenkins', 'jira', 'mobile testing', 'quality assurance', 'selenium', 'sql', 'xml']",0.16666666666666666
Network Engineer IV,"['802.11', 'cisco', 'management', 'network engineer', 'networking', 'wireless']",[],"['802.11', 'cisco', 'management', 'network engineer', 'networking', 'wireless']",0.0
Release Engineer,"['backup and recovery', 'java', 'perl', 'programming', 'project', 'python', 'release', 'sdlc']","['communication', 'confluence', 'java', 'jira', 'perl', 'python', 'supply chain management', 'training']","['backup and recovery', 'communication', 'confluence', 'java', 'jira', 'perl', 'programming', 'project', 'python', 'release', 'sdlc', 'supply chain management', 'training']",0.23076923076923078
System/Network Administrator,"['linux', 'network administrator', 'networks', 'os x', 'windows']","['heroku', 'linux']","['heroku', 'linux', 'network administrator', 'networks', 'os x', 'windows']",0.16666666666666666
OBIEE Developer/ Administrator (Secret clearance required),['obiee'],['communication'],"['communication', 'obiee']",0.0
Unix Systems and Middleware Developer,['unix scripting shell scripting automation weblogic websphere ibm mq oracle tuxedo'],"['linux', 'oracledb', 'shell']","['linux', 'oracledb', 'shell', 'unix scripting shell scripting automation weblogic websphere ibm mq oracle tuxedo']",0.0
Desktop Technical Support,"['a+', 'citrix', 'desktop support', 'help desk', 'mcdst', 'mcp', 'mcse', 'office', 'technical support', 'windows', 'xen']",[],"['a+', 'citrix', 'desktop support', 'help desk', 'mcdst', 'mcp', 'mcse', 'office', 'technical support', 'windows', 'xen']",0.0
Software Developer and Integrator,['experience with python experience with puppet experience with javascript experience developing both restful client and server apis familiarity with object oriented programming practices'],"['cucumber', 'java', 'javascript', 'puppet', 'python', 'selenium', 'sql']","['cucumber', 'experience with python experience with puppet experience with javascript experience developing both restful client and server apis familiarity with object oriented programming practices', 'java', 'javascript', 'puppet', 'python', 'selenium', 'sql']",0.0
Top Secret Network Deployment Engineer,['top secret network deployment engineer'],['leadership'],"['leadership', 'top secret network deployment engineer']",0.0
Top Secret Systems Administrator (Veterans Friendly),['top secret systems administrator (veterans friendly)'],"['leadership', 'sql']","['leadership', 'sql', 'top secret systems administrator (veterans friendly)']",0.0
Top Secret Linux Test Engineer (Veteran Friendly),['top secret linux test engineer (veteran friendly)'],"['java', 'javascript', 'leadership', 'linux', 'perl', 'shell']","['java', 'javascript', 'leadership', 'linux', 'perl', 'shell', 'top secret linux test engineer (veteran friendly)']",0.0
SAP PP MES Team Lead,['sap pp production planning mes manufacturing execution system team lead'],"['business development', 'consulting', 'go', 'lead generation', 'logistics']","['business development', 'consulting', 'go', 'lead generation', 'logistics', 'sap pp production planning mes manufacturing execution system team lead']",0.0
Java Developer - Backend Experience,"['backend experience', 'enterprise java']","['adaptability', 'java']","['adaptability', 'backend experience', 'enterprise java', 'java']",0.0
Regional Sales Manager (Boston),"['analysis', 'benchmark', 'manager', 'sales']","['creativity', 'problem solving', 'sales', 'strategy']","['analysis', 'benchmark', 'creativity', 'manager', 'problem solving', 'sales', 'strategy']",0.14285714285714285
Quality Assurance Analyst,"['.net', 'agile', 'analysis', 'analyst', 'asp', 'asp.net', 'automated', 'c#', 'development', 'foundation', 'management', 'project', 'project management', 'quality assurance', 'scripts', 'security', 'sql', 'sql server', 'testing']","['agile', 'asp.net', 'communication', 'creativity', 'healthcare', 'project management', 'quality assurance', 'sql', 'ssis', 'teamwork', 'time management', 'ui design']","['.net', 'agile', 'analysis', 'analyst', 'asp', 'asp.net', 'automated', 'c#', 'communication', 'creativity', 'development', 'foundation', 'healthcare', 'management', 'project', 'project management', 'quality assurance', 'scripts', 'security', 'sql', 'sql server', 'ssis', 'teamwork', 'testing', 'time management', 'ui design']",0.19230769230769232
Software Engineer Staff (PL/SQL),"['and jsp)', 'forms', 'framework', 'java', 'jdeveloper', 'oracle database and development tools (pl', 'oracle ebs (e-business suite)', 'reports', 'software engineer', 'sql', 'sql plus', 'unix']","['business intelligence', 'communication', 'etl', 'html', 'human resources', 'java', 'javascript', 'oracledb', 'problem solving', 'process improvement', 'sql', 'teamwork']","['and jsp)', 'business intelligence', 'communication', 'etl', 'forms', 'framework', 'html', 'human resources', 'java', 'javascript', 'jdeveloper', 'oracle database and development tools (pl', 'oracle ebs (e-business suite)', 'oracledb', 'problem solving', 'process improvement', 'reports', 'software engineer', 'sql', 'sql plus', 'teamwork', 'unix']",0.09090909090909091
Hardware Test Engineer,"['18 months', 'contract w2']",['communication'],"['18 months', 'communication', 'contract w2']",0.0
Python / Django Developer,"['12-24 months', 'contract w2']",['python'],"['12-24 months', 'contract w2', 'python']",0.0
Java Developer,"['12-24 months', 'contract w2']","['java', 'software engineering', 'sql']","['12-24 months', 'contract w2', 'java', 'software engineering', 'sql']",0.0
